key	status	resolution	priority	type	assignee	summary
LU-5298	Resolved	Fixed	Minor	Bug	Niu Yawei	The lwp device cannot be started when we migrate from Lustre 2.1 to Lustre 2.4
LU-5299	Resolved	Fixed	Major	Bug	Bruno Faccini	osd_start() LBUG when doing parallel mount of the same target
LU-53	Resolved	Fixed	Minor	Bug	Brian Murrell	need to run autogen.sh if any debian patches touch a Makefile.am file
LU-530	Resolved	Fixed	Major	Bug	Niu Yawei	group qoutas not enforced
LU-5300	Resolved	Duplicate	Minor	Bug	John Hammond	Test failure on test suite insanity, subtest test_2
LU-5301	Closed	Fixed	Minor	Bug	nasf	Test failure sanity-lfsck test_17: (3) unexpected status
LU-5302	Resolved	Duplicate	Minor	Bug	nasf	Test failure sanity-lfsck test_13: mdt panic
LU-5303	Resolved	Duplicate	Major	Bug	Bob Glossman	osd_trans_exec_op()) ASSERTION( oti->oti_declare_ops_rb[rb] > 0 ) failed: rb = 0
LU-5304	Resolved	Fixed	Minor	Bug	Cliff White	kernel allocated memroy can be memset up to 3 times
LU-5305	Closed	Fixed	Minor	Bug	John Hammond	use after free in ldlm_resource_get()
LU-5306	Resolved	Fixed	Critical	Improvement	Joshua Kugler	Change downloads.{whamcloud.com,lustre.org} to downloads.hpdd.intel.com, and update other whamcloud URLs
LU-5307	Resolved	Not a Bug	Major	Bug	WC Triage	e2fsprogs build fails in Centos 7
LU-5308	Closed	Fixed	Minor	Bug	John Hammond	ofd_fs_setup() oopses if ofd_seqs_init() fails
LU-5309	Resolved	Cannot Reproduce	Minor	Bug	Nathaniel Clark	The `zfs userspace` command is broken on Lustre-ZFS-OST datasets
LU-531	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test suite conf-sanity, subtest test_56
LU-5310	Resolved	Fixed	Minor	Bug	Bob Glossman	build error in Centos 7
LU-5311	Resolved	Duplicate	Minor	Bug	WC Triage	LFSCK 4: don't disable creates for all sequences if one bad LAST_ID is found
LU-5312	Resolved	Fixed	Major	Bug	Di Wang	sanity test_161a: cannot create regular file '...f.sanity.161a': Input/output error
LU-5313	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Oops in lod_dir_striping_create_internal()
LU-5314	Resolved	Cannot Reproduce	Major	Bug	Niu Yawei	Lustre 2.4.2 MDS hit LBUG and crash
LU-5315	Resolved	Cannot Reproduce	Minor	Bug	Emoly Liu	mkfs.lustre FATAL: unhandled fs type 1 'ldiskfs'
LU-5316	Resolved	Duplicate	Minor	Bug	Dmitry Eremin	New static analysis issues in 2.5.60-108-g446eb3d
LU-5317	Resolved	Fixed	Major	Bug	Dmitry Eremin	master build of Xeon Phi client RPMs is broken
LU-5318	Closed	Fixed	Major	Bug	John Hammond	lustre_swab_lmv_mds_md() is not exported
LU-5319	Resolved	Fixed	Minor	New Feature	Alex Zhuravlev	Support multiple slots per client in last_rcvd file
LU-532	Resolved	Fixed	Blocker	Bug	nasf	2.1 does not filter extended attributes list based on permissions, showing entire list at all times
LU-5320	Resolved	Fixed	Critical	Bug	Jodi Levi	Use after free, double lock found by coccinelle
LU-5321	Closed	Duplicate	Minor	Bug	James Nunez	sanity-hsm test_402: Copytool start should have failed
LU-5322	Resolved	Fixed	Minor	Improvement	Bob Glossman	support for 3.16 linux kernel
LU-5323	Closed	Fixed	Minor	Bug	Nathaniel Clark	memory leak in lfs_hsm_request()
LU-5324	Resolved	Fixed	Minor	Bug	nasf	lfsck: possible issue in lfsck_del_target()
LU-5325	Resolved	Fixed	Critical	Bug	Bob Glossman	obsolete name in lustre spec file
LU-5326	Closed	Fixed	Minor	Bug	John Hammond	conflicting types for ‘umode_t’ on powerpc64
LU-5327	Resolved	Fixed	Minor	Bug	John Hammond	powerpc64 defines __u64 differently for kernel- and user-space
LU-5328	Resolved	Duplicate	Minor	Bug	WC Triage	Failure on test suite replay-vbr test_7a: MDS oom
LU-5329	Resolved	Fixed	Critical	Bug	Emoly Liu	Remove obsollete nidtbl swabbing code
LU-533	Resolved	Fixed	Minor	Bug	Zhenyu Xu	lustre_types.h is missing, and replacement posix-types.h not included in user-space
LU-5330	Resolved	Fixed	Critical	Technical task	Nathaniel Clark	remove deprecated full path tunable access in lustre config utils
LU-5331	Resolved	Fixed	Major	Bug	Niu Yawei	qsd_handler.c:1139:qsd_op_adjust()) ASSERTION( qqi ) failed
LU-5332	Resolved	Fixed	Blocker	Bug	Jinshan Xiong	hsm: mdt_lock_handle_fini()) ASSERTION( !lustre_handle_is_used(&lh->mlh_reg_lh) ) failed
LU-5333	Resolved	Fixed	Major	Bug	Niu Yawei	rm cause MDS to complain hung tasks and disconnecting clients
LU-5334	Resolved	Fixed	Minor	Bug	Dmitry Eremin	Lustre-2.5.2 build fail with intel-mic-ofed-compat-rdma-3.5-OFED.3.5.2.MIC.beta1.2.6.32_431.17.1.el6.x86_64.x86_64
LU-5335	Resolved	Cannot Reproduce	Major	Bug	WC Triage	Lustre installation stack
LU-5336	Resolved	Duplicate	Critical	Bug	Niu Yawei	kernel BUG at fs/jbd2/transaction.c:1033! (dup of LU-3102?)
LU-5337	Resolved	Duplicate	Minor	Bug	WC Triage	bad free from lod_striped_it_fini()
LU-5338	Resolved	Fixed	Minor	Bug	Andreas Dilger	sanity-lfsck test_11b: (9) expect lastid1 0x100000000:569
LU-5339	Resolved	Fixed	Minor	Bug	Sarah Liu	replay-dual defines test_24() twice
LU-534	Resolved	Fixed	Critical	Bug	Zhenyu Xu	(mds_open.c:1323:mds_open()) ASSERTION(!mds_inode_is_orphan(dchild->d_inode)) failed: -> LBUG
LU-5340	Resolved	Cannot Reproduce	Minor	Bug	Lai Siyao	oops in cl_object_top() after reconstructed setattr on removed directory
LU-5341	Closed	Fixed	Major	Bug	Bob Glossman	Intermittent hangs waiting for RPCs in unregistering phase to timeout
LU-5342	Closed	Fixed	Minor	Bug	John Hammond	oops in lustre_swab_lmv_user_md() on PPC
LU-5343	Closed	Duplicate	Minor	Bug	WC Triage	double swab of stripe count in lmv_unpack_md_v1()
LU-5344	Resolved	Fixed	Major	Bug	Di Wang	ldlm/ifind deadlock for striped directory
LU-5345	Resolved	Cannot Reproduce	Major	Bug	WC Triage	PPC mdc_read_page(): Page-wide hash collision: 0xfeffffffffffffff
LU-5346	Open	Unresolved	Minor	Bug	WC Triage	lod_ah_init()) ASSERTION( lc->ldo_stripenr == 0 ) failed
LU-5347	Resolved	Cannot Reproduce	Minor	Bug	Jian Yu	replay-ost-single test_3: tee: standard output: Input/output error
LU-5348	Resolved	Fixed	Major	Question/Request	Dmitry Eremin	OFED  Working
LU-5349	Resolved	Fixed	Minor	Bug	Bruno Faccini	Deadlock in mdc_close()
LU-535	Resolved	Won't Do	Minor	Improvement	Bob Glossman	softraid improvements for RHEL6 U1
LU-5352	Resolved	Fixed	Minor	Bug	John Hammond	bad if condition in dt_index_read()
LU-5353	Closed	Fixed	Critical	Bug	Alex Zhuravlev	GPF in __mdd_orphan_cleanup()
LU-5354	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	lustre-initialization-1: mgc_process_recover_log()) Process recover log lustre-mdtir error -22
LU-5356	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	(osc_lock.c:1211:osc_lock_enqueue()) ASSERTION( ols->ols_state == OLS_NEW ) failed: Impossible state: 1
LU-5357	Resolved	Fixed	Minor	Bug	Di Wang	GPF in lod_trans_stop()
LU-5358	Resolved	Fixed	Minor	Bug	Mikhail Pershin	Failure on test suite replay-vbr test_7e
LU-5359	Resolved	Fixed	Minor	Bug	Niu Yawei	sanity-quota test_7a: reintegration failed
LU-536	Closed	Won't Fix	Minor	Bug	WC Triage	recovery-mds-scale: (llite_lib.c:1142:ll_md_setattr()) md_setattr fails: rc = -30
LU-5360	Resolved	Fixed	Minor	Technical task	WC Triage	Test timeout sanity-hsm test_13
LU-5361	Resolved	Fixed	Minor	Bug	WC Triage	sanity test_77i: algo set to crc32 instead of adler
LU-5362	Open	Unresolved	Critical	Bug	WC Triage	(mdc_locks.c:235:mdc_clear_replay_flag()) LBUG
LU-5363	Resolved	Fixed	Minor	Improvement	Bob Glossman	kernel update [SLES11 SP3 3.0.101-0.35]
LU-5364	Resolved	Not a Bug	Major	Bug	Amir Shehata	Lustre Router connection hangs one side of fabric
LU-5365	In Progress	Unresolved	Minor	Bug	Jian Yu	invalid pool name accepted when setting stripe information
LU-5366	Closed	Cannot Reproduce	Critical	Bug	Zhenyu Xu	BUG 6063: lock collide during recovery
LU-5367	Closed	Fixed	Minor	Bug	John Hammond	(mdt_handler.c:2782:mdt_lock_handle_fini()) ASSERTION( !lustre_handle_is_used(&lh->mlh_pdo_lh) ) failed
LU-5368	Open	Unresolved	Minor	Bug	WC Triage	errors in/from ldlm_run_ast_work() ignored
LU-5369	Resolved	Fixed	Critical	Bug	Yang Sheng	servers should reject invalid FIDs, requests, ...
LU-537	Resolved	Fixed	Minor	Improvement	Liang Zhen	LNET fails to start with aliased interface in configuration
LU-5370	Resolved	Fixed	Critical	Bug	John Hammond	mdt_open_by_fid_lock() may return -EREMOTE without setting lock handle
LU-5371	Resolved	Fixed	Blocker	Bug	Di Wang	Failure on test suite parallel-scale test_simul
LU-5372	Open	Unresolved	Minor	Bug	WC Triage	Failure on test suite replay-vbr
LU-5373	Resolved	Fixed	Major	Bug	Bob Glossman	Failure on test suite sanity test_33b: FAIL: test_33b failed with 2
LU-5375	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Failure on test suite sanity test_151 test_156: roc_hit is not safe to use
LU-5376	Resolved	Cannot Reproduce	Major	Bug	WC Triage	slab error in kmem_cache_destroy(): cache `xattr_kmem': Can't  free all objects
LU-5377	Resolved	Duplicate	Major	Bug	WC Triage	target_destroy_export()) ASSERTION( atomic_read(&exp->exp_cb_count) == 0 ) failed: value: 1
LU-5378	Resolved	Duplicate	Major	Bug	WC Triage	recovery-small test 57 crash on invalid spinlock.
LU-5379	Resolved	Fixed	Minor	Bug	Nathaniel Clark	Get error when has many rules in nrs tbf policy
LU-538	Resolved	Duplicate	Major	Bug	Zhenyu Xu	Stack overflow on i686 client at mount time
LU-5380	Resolved	Fixed	Major	Bug	Cliff White	Invalid AT statistic after reconnect
LU-5382	Resolved	Not a Bug	Minor	Bug	Dmitry Eremin	New static analysis issues in 2.5.58-75-g8b2f9c0
LU-5383	Resolved	Fixed	Minor	Bug	Dmitry Eremin	New static analysis issues in mount_lustre
LU-5384	Resolved	Not a Bug	Minor	Bug	Dmitry Eremin	Static analysis issues in lfsck
LU-5385	Resolved	Fixed	Minor	Bug	James Nunez	HSM: do not call the JSON log functions if no log is open
LU-5387	Resolved	Fixed	Minor	Bug	Sarah Liu	Interop 2.5.2<->2.6 failure on test suite sanity test_239: FAIL: 156 not synced
LU-5388	Resolved	Duplicate	Critical	Bug	WC Triage	Interop 2.5.2<->2.6 failure on test suite replay-dual test_24: (lu_object.h:855:lu_object_attr()) ASSERTION( ((o)->lo_header->loh_attr & LOHA_EXISTS) != 0 ) failed
LU-5389	Resolved	Fixed	Minor	Bug	James Nunez	llite: optimize ll_fid2path()
LU-539	Resolved	Fixed	Minor	Bug	Zhenyu Xu	small size for RMF_CONNECT_DATA caused out of bound memory crash
LU-5390	Resolved	Fixed	Major	Improvement	Nathaniel Clark	Lustre's wireshark plugin needs to have its download URL updated
LU-5391	Resolved	Fixed	Major	Bug	Isaac Huang	osd-zfs: ZAP objects use 4K blocks for both indirect and leaf blocks
LU-5392	Open	Unresolved	Major	Bug	Zhenyu Xu	kernel BUG at fs/jbd2/transaction.c:1030! on the MDS while starting OSTs
LU-5393	Resolved	Fixed	Major	Bug	Bruno Faccini	LBUG: (ost_handler.c:882:ost_brw_read()) ASSERTION( local_nb[i].rc == 0 ) failed
LU-5394	Resolved	Fixed	Minor	Bug	James Nunez	routerstat units
LU-5395	Resolved	Fixed	Critical	Bug	nasf	lfsck_start not progressing
LU-5396	Resolved	Fixed	Trivial	Bug	Dmitry Eremin	annotations for sparse static analyzer
LU-5397	Resolved	Fixed	Minor	Bug	WC Triage	optimize busy loop waiting in class_cleanup()
LU-5398	Closed	Fixed	Minor	Bug	John Hammond	Oops in ldlm_handle_enqueue0()
LU-5399	Resolved	Fixed	Minor	Bug	Minh Diep - TLC	fix lbuild to build ofed 3.12 and daily
LU-54	Resolved	Fixed	Minor	Bug	Niu Yawei	LPSZ should be removed from 1.8 to match master
LU-540	Resolved	Fixed	Minor	Bug	nasf	fix interop issues with lustre_user.h
LU-5400	Resolved	Cannot Reproduce	Major	Bug	Bruno Faccini	inode structure corruption leading to OSS crash
LU-5401	Resolved	Fixed	Minor	Bug	John Hammond	(mdt_open.c:873:mdt_finish_open()) ASSERTION( ma->ma_valid & MA_INODE ) failed
LU-5402	Resolved	Cannot Reproduce	Minor	Bug	Jian Yu	After rolling upgrade MDS and OSS, sanity test_220  FAIL: test_220 failed with 6
LU-5403	Resolved	Fixed	Minor	Bug	Yang Sheng	Kernel update [RHEL6.5 2.6.32-431.23.3.el6]
LU-5404	Open	Unresolved	Minor	Bug	WC Triage	sanity test_228b FAIL: Fail to start MDT.
LU-5405	Resolved	Fixed	Major	Bug	Bruno Faccini	Performance issue while using robinhood in changelog mode
LU-5406	Resolved	Fixed	Trivial	Bug	James Nunez	liblustreapi: remove \n from some llapi_error strings
LU-5407	Resolved	Fixed	Blocker	Bug	Hongchao Zhang	Failover failure on test suite replay-single test_58c: test_58c failed with 2
LU-5408	Closed	Won't Fix	Minor	Bug	John Hammond	some fid_is_* functions are named badly and used incorrectly
LU-5409	Closed	Fixed	Minor	Improvement	John Hammond	add OBD_FAULT_CHECK
LU-541	Closed	Won't Fix	Minor	Bug	Zhenyu Xu	1.8<->2.1 interop: sanity test_65e: FAIL: no stripe info failed
LU-5410	Closed	Fixed	Minor	Bug	John Hammond	mdd_declare_object_initialize() ignores errors from mdo_declare_ref_add()
LU-5411	Resolved	Duplicate	Minor	Bug	WC Triage	cfs_hlist_for_each_entry() not working as intended
LU-5412	Closed	Duplicate	Minor	Bug	WC Triage	mdd_unlink() may pass a NULL object to mdd_write_unlock()
LU-5413	Resolved	Fixed	Minor	Bug	John Hammond	mdd_write_lock leaks
LU-5414	Closed	Fixed	Minor	Bug	John Hammond	mdt_getattr() may call mdt_fix_reply() without packing reply
LU-5415	Resolved	Fixed	Critical	Bug	Zhenyu Xu	High ldlm_poold load on client
LU-5416	Closed	Fixed	Minor	Bug	John Hammond	(ofd_objects.c:256:ofd_precreate_objects()) ASSERTION( nr > 0 ) failed
LU-5417	Resolved	Fixed	Minor	Bug	Dmitry Eremin	lod_load_striping_locked() fails to detect errors from lod_get_lmv_ea()
LU-5418	Resolved	Fixed	Minor	Bug	Cliff White	compile fix for code using readline
LU-5419	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Failover failure on test suite recovery-mds-scale test_failover_ost
LU-542	Resolved	Fixed	Minor	Bug	Zhenyu Xu	Missing XATTR changelog record
LU-5420	Resolved	Fixed	Blocker	Bug	Di Wang	Failure on test suite sanity test_17m: mount MDS failed, Input/output error
LU-5421	Open	Unresolved	Critical	Task	WC Triage	MGS and MDT with dual ib port
LU-5422	Resolved	Fixed	Major	Bug	Li Wei	Null pointer dereferences in lu_cache_shrink()
LU-5423	Resolved	Fixed	Critical	Bug	nasf	Test failure sanity-sec test_4: setgroups (2)
LU-5424	Closed	Fixed	Critical	Bug	John Hammond	Test failuresanity test_154b: create lov data thru .lustre should fail
LU-5425	Closed	Duplicate	Blocker	Bug	Yang Sheng	Test failure on test suite conf-sanity, subtest test_32a (mount OST failed)
LU-5426	Resolved	Duplicate	Minor	Improvement	WC Triage	Add more controls for open file cache
LU-5427	Resolved	Fixed	Minor	Bug	Dmitry Eremin	Lustre cannot be compiled with MPSS 3.3
LU-5428	Resolved	Fixed	Minor	Bug	Liang Zhen	LNet: Service thread pid completed after 0.00s (DDN SR34734)
LU-5429	Resolved	Cannot Reproduce	Major	Bug	WC Triage	insanity test_1: FAIL: Start of /dev/lvm-Role_MDS/P1 on mds1 failed 5
LU-543	Resolved	Fixed	Minor	Bug	Niu Yawei	Missing UNLINK record on overwritting rename
LU-5430	Open	Unresolved	Minor	Bug	WC Triage	Function lmv_mds_md_size() can return -EINVAL which is never checked
LU-5431	Closed	Fixed	Minor	Bug	John Hammond	lmv_intent_lookup() leaks lock if lmv_revalidate_slaves() fails
LU-5432	Resolved	Fixed	Minor	Bug	John Hammond	bogus FIDs cause endless loops in fld_client_rpc()
LU-5433	Resolved	Fixed	Minor	Bug	Robert Read	Man page for llapi_hsm_state_get(3) needs some clarification
LU-5434	Resolved	Fixed	Minor	Bug	Emoly Liu	Invalid system.posix_acl_access breaks permissions enforcement
LU-5435	Resolved	Fixed	Blocker	Improvement	Liang Zhen	Simulate message loss and high latency in LNet
LU-5436	Resolved	Fixed	Minor	Bug	Johann Lombardi	lqe should be freed with OBD_SLAB_FREE_PTR()
LU-5437	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	In the lustre client 2.5.2 mounted folder has wrong last modify time, is in the future 2106.
LU-5438	Resolved	Cannot Reproduce	Minor	Review task	WC Triage	Same trouble as with client on MGS: stat shows wrong time
LU-5439	Resolved	Duplicate	Minor	Bug	WC Triage	Function lustre_msg_buflen() can return -EINVAL but it's never checked
LU-544	Closed	Fixed	Minor	Bug	Jian Yu	1.8<->2.1 interop: conf-sanity test 56: mkfs.lustre FAIL: Journal size too big for filesystem.
LU-5441	Resolved	Not a Bug	Major	Bug	Peter Jones	Client logs broken after update to 2.5.2
LU-5442	Closed	Fixed	Minor	Bug	John Hammond	unconditionally include libcfs.h in lustre_idl.h
LU-5443	Resolved	Fixed	Minor	Improvement	Jian Yu	Remove references to defined constant HZ
LU-5444	Resolved	Fixed	Critical	Bug	Dmitry Eremin	Lustre For MPSS3.3
LU-5445	Closed	Fixed	Minor	Bug	Alex Zhuravlev	fail to build util/parser.c
LU-5446	Resolved	Fixed	Critical	Bug	Emoly Liu	Test timeout lustre-rsync-test test_4: NULL deref osc_sync_interpret+0x147
LU-5447	Resolved	Duplicate	Major	Bug	Oleg Drokin	MGS fails to mount after 1.8 to 2.4.3 upgrade: checking for existing Lustre data: not found
LU-5448	Closed	Duplicate	Minor	Bug	WC Triage	Compilation without libreadline broken by LU-5418
LU-5449	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test suite sanity-scrub, subtest test_8
LU-545	Closed	Duplicate	Minor	Bug	WC Triage	1.8<->2.1 interop: replay-vbr: Can't lstat /mnt/lustre/d0.replay-vbr/d0/f0b: Cannot send after transport endpoint shutdown
LU-5450	Closed	Cannot Reproduce	Minor	Bug	Sarah Liu	Failure on test suite replay-vbr: fail mount MGS
LU-5451	Resolved	Fixed	Minor	Bug	Di Wang	(lod_dev.c:67:lod_fld_lookup()) ASSERTION( fid_is_sane(fid) ) failed: Invalid FID [0x0:0x0:0x0]
LU-5452	Resolved	Fixed	Minor	Bug	John Hammond	request leak in lmv_revalidate_slaves()
LU-5453	Resolved	Fixed	Minor	Bug	John Hammond	mdt_attr_set() uses EX lock for slave 0, PW for master and other slaves
LU-5454	Open	Unresolved	Minor	Improvement	WC Triage	Support lnet init script on SLES
LU-5455	Resolved	Fixed	Minor	Bug	Amir Shehata	Get EIO errors when loading lustre modules fails
LU-5456	Resolved	Fixed	Critical	Bug	John Hammond	ll_hsm_import() calls ll_setattr_raw() without holding i_mutex
LU-5457	Resolved	Won't Fix	Blocker	Bug	Oleg Drokin	lvbo_init failed for resource
LU-5458	Closed	Fixed	Minor	Bug	Cliff White	oops in libcfs_kkuc_group_put
LU-5459	Resolved	Fixed	Critical	Bug	Jinshan Xiong	(cl_page.c:694:cl_page_assume()) ASSERTION( 0 ) failed
LU-546	Resolved	Duplicate	Major	Bug	Robert Read	1.8<->2.1 interop: LBUG: ASSERTION(service->srv_n_queued_reqs == 0) failed
LU-5460	Closed	Fixed	Minor	Bug	Jinshan Xiong	Lustre client crash
LU-5461	Resolved	Fixed	Minor	Bug	Lai Siyao	mdt_readpage returning - ENOMEM causes directory to be unreadable
LU-5462	Resolved	Not a Bug	Minor	Question/Request	nasf	trigger OI
LU-5463	Resolved	Fixed	Critical	Bug	Niu Yawei	Short file size because of -EDQUOT
LU-5464	Resolved	Won't Fix	Critical	Bug	Zhenyu Xu	Hung ll_ost01
LU-5465	Resolved	Fixed	Minor	Bug	Bruno Faccini	Enhancements to Lustre DKMS RPM
LU-5466	Resolved	Fixed	Minor	Bug	nasf	suspicious else statement in lfsck_del_target()
LU-5467	Open	Unresolved	Major	Bug	Zhenyu Xu	process stuck in cl_locks_prune()
LU-5468	Closed	Fixed	Minor	Bug	John Hammond	(mdc_locks.c:130:mdc_set_lock_data()) ASSERTION( old_i node->i_state & I_FREEING ) failed
LU-5469	Resolved	Cannot Reproduce	Critical	Bug	Niu Yawei	Intermittent Clients hang during IO
LU-547	Closed	Won't Fix	Major	Bug	Oleg Drokin	1.8<->2.1 / 2.3<->2.4 interop: dbench kept doing cleanup
LU-5470	Closed	Won't Fix	Minor	Bug	John Hammond	cleanup {lu,dt,mdd}_object predicates
LU-5471	Closed	Fixed	Minor	Bug	Jinshan Xiong	Assertion at cl_page_assume for HSM
LU-5472	Resolved	Fixed	Critical	Bug	Yang Sheng	conf-sanity test_32a: failed with 1
LU-5473	Resolved	Fixed	Major	Bug	Nathaniel Clark	Test failure sanity test_51b: test_51b failed: fnum: No space left on device
LU-5474	Resolved	Fixed	Blocker	Bug	James Nunez	Test failure sanity-hsm test_90: requests did not complete
