key	status	resolution	priority	type	assignee	summary
LU-1836	Resolved	Fixed	Major	Bug	WC Triage	BUG: unable to handle kernel paging request at ffffffff8504dee0 IP: [<ffffffff810528a4>] update_curr+0x144/0x1f0
LU-18360	Resolved	Fixed	Minor	Improvement	Shaun Tancheff	zfs-osd ozi_name default length should be ZAP_MAXNAMELEN_NEW from 2.3.0
LU-18361	Open	Unresolved	Minor	Bug	WC Triage	racer test_1: Autotest: Timing session out! Timeout has been exceeded but the test framework is still running
LU-18362	Resolved	Duplicate	Major	Bug	Shaun Tancheff	expired_lock_main kernel thread should add lu_env to avoid LBUG
LU-18363	Open	Unresolved	Minor	Bug	WC Triage	replay-single test_73b: post-failover stat: 5
LU-18364	Open	Unresolved	Minor	Bug	Rongyao Peng	rdma_cm: unable to handle kernel NULL pointer dereference in process_one_work when disconnect
LU-18365	Resolved	Duplicate	Major	Bug	WC Triage	LBUG: ASSERTION( imp_conn->oic_last_attempt ) failed
LU-18366	Resolved	Duplicate	Blocker	Bug	Mikhail Pershin	interop: sanity-flr test_0g: FAIL: error resync-ing file '/mnt/lustre/f0g.sanity-flr'
LU-18367	Resolved	Duplicate	Major	Bug	Serguei Smirnov	interop: sanity-lnet test_227: FAIL: Expected dropped > 0 found 0
LU-18368	Resolved	Duplicate	Major	Bug	Mikhail Pershin	interop: recovery-small test_17b: FAIL: read failed
LU-18369	Open	Unresolved	Minor	Bug	Lai Siyao	interop: replay-single test_121: ASSERTION( dt_object_exists(dt) ) failed
LU-1837	Resolved	Duplicate	Minor	Bug	WC Triage	2.1.3<->2.3 Test failure on test suite mmp, subtest test_8
LU-18370	Open	Unresolved	Minor	Bug	WC Triage	lustre-rsync-test ZFS crash
LU-18371	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [SLES15 SP6 6.4.0-150600.23.25.1]
LU-18372	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [SLES15 SP5 5.14.21-150500.55.83.1]
LU-18373	Open	Unresolved	Minor	Task	Jian Yu	kernel update [RHEL 9.4 5.14.0-427.40.1.el9_4]
LU-18374	Open	Unresolved	Minor	Bug	WC Triage	recovery-small ZFS hang spa_evicting_os_wait()
LU-18375	Open	Unresolved	Minor	Improvement	WC Triage	sanity/27cc should recognize PFL layouts
LU-18376	Resolved	Duplicate	Minor	Bug	Andreas Dilger	Lustre Server Console logs contains LustreError messages. lprocfs_jobstats.c:137:job_stat_exit(), When server brought down or failover while jobs are running.
LU-18377	Resolved	Duplicate	Minor	Bug	WC Triage	conf-sanity test_127: more than 1% space left: before=126332 after=126332
LU-18378	Open	Unresolved	Major	Bug	WC Triage	MDS crashes with LDISKFS-fs error (device dm-2): ldiskfs_getblk:1014: inode #95: block 5895972: comm llog_process_th: journal_dirty_metadata failed: handle type 0 started at line 1990, credits 5/0, errcode -28
LU-18379	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	conf-sanity/127 fails with more than 1% space left
LU-1838	Resolved	Fixed	Blocker	Bug	nasf	1.8 client does not filter 2.x server extended attributes list based on permissions
LU-18380	Open	Unresolved	Minor	Improvement	Serguei Smirnov	LNet: set NI health  to 0 on fatal error
LU-18381	Resolved	Fixed	Minor	Bug	Nathaniel Clark	Manpage lctl-nodemap-modify(8) shows bad value in example
LU-18382	Open	Unresolved	Minor	Bug	WC Triage	sanity-quota test_3a: mmap write failure, but expect success
LU-18383	Resolved	Fixed	Major	Bug	Josh Samuelson	ksocklnd: Avoid TCP socket orphans in racy LNet hello
LU-18384	Open	Unresolved	Minor	Bug	WC Triage	sanity test_57b: MDC before 990716 != after 990680
LU-18385	Resolved	Duplicate	Critical	Bug	WC Triage	Multiple client nodes evicted during 48 hours automated Fail Over/Fail Back operations on lustre nodes
LU-18386	Resolved	Fixed	Minor	Improvement	Fred Dilger	add --delimiter option for lfs quota
LU-18387	Resolved	Fixed	Minor	Improvement	Jian Yu	RHEL 9.5 support
LU-18388	Resolved	Fixed	Minor	Bug	Shaun Tancheff	Upstream k6.11 breaks if both get_inode_acl and get_acl provided
LU-18389	Resolved	Fixed	Minor	Bug	Vladimir Saveliev	interop sanity test_65n: pool lost on compound layout setstripe
LU-1839	Resolved	Fixed	Blocker	Bug	Keith Mannthey	Update Whamcloud copyright messages to Intel for 2.3 release
LU-18390	Resolved	Fixed	Minor	Improvement	Emoly Liu	Collect memory leak debug log in /tmp/debug correctly
LU-18391	Resolved	Fixed	Minor	Bug	Chris Horn	Revert nid hash for gnilnd
LU-18392	Resolved	Fixed	Minor	Bug	Dongyang Li	recovery-small test_160: FAIL: destroying OST objects are blocked 8
LU-18393	Resolved	Fixed	Minor	Bug	Emoly Liu	performance-sanity test_4: FAIL: test_4 failed with 1
LU-18394	Resolved	Fixed	Minor	Bug	Hongchao Zhang	sanity-quota test_49: returned 139
LU-18395	Open	Unresolved	Minor	Bug	Yang Sheng	replay-single test_89: FAIL: wait delete timed out
LU-18396	Open	Unresolved	Minor	Bug	WC Triage	recovery-small test_144b: FAIL: Create thread still running
LU-18397	Open	Unresolved	Minor	Bug	WC Triage	mmap reads may not correctly update LDLM extent lock usage
LU-18398	Open	Unresolved	Minor	Bug	Emoly Liu	"lctl nodemap_add" argument checking is poor
LU-184	Resolved	Fixed	Minor	Bug	Niu Yawei	Test failure on test suite insanity, subtest test_0
LU-1840	Resolved	Fixed	Minor	Bug	Nathaniel Clark	ldlm_resource_get returns to user space without dropping lr_lvb_mutex
LU-18400	Open	Unresolved	Minor	Task	Tim Day	panic_on_warn etc. in test-framework.sh
LU-18401	Resolved	Fixed	Minor	Improvement	Etienne Aujames	Support more iam records for check_iam utility
LU-18402	Resolved	Fixed	Minor	Bug	Jian Yu	interop: recovery-small test_155 hung
LU-18403	Open	Unresolved	Minor	Improvement	WC Triage	Add ldlm.namespaces.*.enable_dynamic_lru parameter
LU-18405	Open	Unresolved	Minor	Bug	Yang Sheng	client crash: Kernel panic - not syncing: Hard LOCKUP
LU-18406	Closed	Duplicate	Minor	Bug	WC Triage	client hit LBUG: (osc_cache.c:1098:osc_extent_make_ready()) ASSERTION( last_oap_count > 0 ) failed: last_oap_count -61
LU-18407	Resolved	Fixed	Minor	Bug	Jian Yu	sanity-pfl test_24a: FAIL: filefrag /mnt/lustre/f24a.sanity-pfl failed
LU-18408	Open	Unresolved	Minor	Bug	WC Triage	interop: sanity-hsm test_107: FAIL: request on 0x200009872:0x24c:0x0 is not SUCCEED on mds1
LU-18409	Open	Unresolved	Minor	Bug	WC Triage	sanity test_136: (llog_osd.c:630:llog_osd_write_rec()) LBUG
LU-1841	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	Test failure on test suite replay-single, subtest test_61c
LU-18410	Open	Unresolved	Minor	Bug	Zhenyu Xu	interop: sanity-flr test_200b: ASSERTION( ioret == -ENOSPC ) failed
LU-18411	Open	Unresolved	Minor	Bug	WC Triage	interop: sanity-flr test_38: FAIL: stale mirror doesn't exist
LU-18412	Open	Unresolved	Minor	Bug	WC Triage	sanity-flr test_209a: 0 != 2
LU-18413	Open	Unresolved	Minor	Bug	WC Triage	sanity-scrub test_19:  (4) Expected '' on ost1
LU-18414	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 9.4 5.14.0-427.42.1.el9_4]
LU-18415	Resolved	Fixed	Minor	Bug	Qian Yingjin	PCC panic on CSI driver when add/remove PCC backends
LU-18416	Resolved	Duplicate	Critical	Bug	Alex Zhuravlev	Data corruption/miscompare observed during 48hr FOFB
LU-18417	Open	Unresolved	Major	Improvement	James A Simmons	Finish IPv6 support
LU-18418	Resolved	Fixed	Minor	Improvement	Fred Dilger	add "lctl find_param" option to search for a parameter name
LU-18419	Resolved	Fixed	Trivial	Improvement	Alex Zhuravlev	use ior when it's installed
LU-1842	Resolved	Fixed	Minor	New Feature	Johann Lombardi	Quota enforcement landing
LU-18420	Resolved	Fixed	Minor	Improvement	Arshad Hussain	Use enum mds_ibits_locks instead of  __u64
LU-18421	Resolved	Fixed	Minor	Bug	Rajeev Mishra	need input on dom stripe size
LU-18422	Open	Unresolved	Major	Bug	WC Triage	General protection fault in ldlm_process_inodebits_lock
LU-18423	Resolved	Fixed	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.27.1.el8_10]
LU-18424	Resolved	Fixed	Trivial	Improvement	Alex Zhuravlev	sanity subtests should cleanup own files
LU-18425	Open	Unresolved	Minor	Bug	WC Triage	Failed to rmdir and ls shows "No such file or directory" after rebooting MDS
LU-18426	Open	Unresolved	Critical	Bug	WC Triage	reboot  lustre server, crash in mlx5_del_flow_rules
LU-18427	Resolved	Fixed	Minor	Improvement	Mikhail Pershin	Allow 'remove_changelog' and 'remove_updatelog' scripts on ZFS
LU-18428	Open	Unresolved	Minor	Bug	WC Triage	obdfilter-survey test_1b: ZFS OOM crash in dbuf_assign_arcbuf()
LU-18429	Resolved	Not a Bug	Blocker	Bug	WC Triage	failover node nid switches to loopback 0@lo on imports
LU-1843	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	sanityn test_4 FAIL on OFD + Ldiskfs
LU-18430	Resolved	Fixed	Minor	Improvement	Qian Yingjin	add random fadvise to disable read-ahead on a file
LU-18431	Open	Unresolved	Minor	Bug	Sergey Cheremencev	sanity-quota test_80: FAIL: write failed
LU-18432	Resolved	Fixed	Minor	Bug	Shaun Tancheff	Hybrid I/O statistics
LU-18433	Resolved	Fixed	Minor	Bug	Shaun Tancheff	remove unused ci_target_is_zfs check
LU-18434	Open	Unresolved	Minor	Bug	WC Triage	sanity-quota test_61: FAIL: create failed, expect succeed
LU-18435	Resolved	Fixed	Major	Bug	Alex Zhuravlev	replay of pfl layout resets layout generation
LU-18436	Resolved	Fixed	Major	Bug	Rahul Bansal	need simple process to rebuild CONFIGS/mountdata file
LU-18437	Open	Unresolved	Minor	Bug	WC Triage	missing build dep on libmount-devel for client builds
LU-18438	Closed	Duplicate	Minor	Bug	Vladimir Saveliev	sanity test_398p: @@@@@@ FAIL: aio copy 1 w/bsize 4096 failed: 1
LU-18439	Closed	Done	Major	Bug	Rajeev Mishra	LLTPfcntl tests are failing during regression IO test
LU-1844	Closed	Cannot Reproduce	Minor	Bug	WC Triage	sanityn, subtest test_16: list_del corruption when run ofd + ldiskfs
LU-18440	Open	Unresolved	Major	Bug	WC Triage	Multiple SEL OVS32 tags timed out during 48 hours automated FOFB run
LU-18441	Open	Unresolved	Minor	Task	Fred Dilger	replace getquota() in sanity-quota.sh
LU-18442	Resolved	Fixed	Minor	Improvement	Patrick Farrell	Trivial MDC cleanup
LU-18443	Closed	Not a Bug	Minor	Improvement	Patrick Farrell	Trivial OSC cleanup
LU-18444	Resolved	Fixed	Minor	Improvement	Chris Horn	LNet health router sensitivity may lead to no routes alive
LU-18445	Resolved	Fixed	Major	Bug	Oleg Drokin	Sleeping before panic in LBUG is wrong
LU-18446	Resolved	Fixed	Major	Improvement	Bruno Faccini	Ensure CPUs are configured with the proper power management mode for optimal latency
LU-18447	Open	Unresolved	Minor	Bug	WC Triage	sanity test_77l: RIP: 0010:copy_page+0x7/0x10
LU-18448	Resolved	Fixed	Major	Improvement	Alexey Lyashkov	Read Directory page on open.
LU-18449	Resolved	Fixed	Minor	Bug	Qian Yingjin	Handling kernel mmap read-ahead triggering by advise(MADV_HUGEPAGE)
LU-1845	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	replay-single test_0a: @@@@@@ FAIL: post-failover df: 1 when run ofd+ldiskfs
LU-18450	Open	Unresolved	Minor	Bug	WC Triage	sanity-lnet: test_211 Error: 'Unexpected ping count'
LU-18451	Open	Unresolved	Minor	Bug	Sergey Cheremencev	sanity-quota: test_12b fails with "unlink mdt0 files failed" message during review-dne-zfs-part-4 test group
LU-18452	Open	Unresolved	Minor	Bug	Shaun Tancheff	Add configuration for 'disable checksum during recovery'
LU-18453	Reopened	Unresolved	Minor	Bug	Hongchao Zhang	"lfs quota -a" should report default quota setting
LU-18454	Resolved	Fixed	Minor	Improvement	Feng Lei	'lfs migrate' command can read filenames from file/stdin
LU-18455	Open	Unresolved	Minor	Improvement	WC Triage	Make 'lfs migrate' multi-threading
LU-18456	Open	Unresolved	Minor	New Feature	Qian Yingjin	TCU: Trash Can/Undelete for Lustre
LU-18457	Open	Unresolved	Minor	New Feature	Qian Yingjin	Flashback for Lustre
LU-18459	Resolved	Duplicate	Minor	Bug	WC Triage	Lustre 2.16.1 ldiskfs doesn't build on latest EL9.4 (5.14.0-427.42.1.el9_4.x86_64)
LU-1846	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	replay-single test_70a: @@@@@@ FAIL: dd failed when run ofd+ldiskfs
LU-18460	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	ASSERTION( !ctxt->loc_handle ) in lod_sub_prep_llog
LU-18461	Open	Unresolved	Minor	Improvement	Alexey Lyashkov	Lustre join file re-implementation
LU-18462	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Sanity checks for lctl nodemap commands
LU-18463	Resolved	Fixed	Major	Bug	Alexander Boyko	mdtest perfomance degradation after LU-16973
LU-18464	Closed	Duplicate	Minor	Improvement	WC Triage	llite shouldn't unplug the queue on each page of sync IO
LU-18465	Open	Unresolved	Minor	Bug	Hongchao Zhang	sanity-quota test_49: get all quota failed -2 lquota_obj_iter()
LU-18466	Open	Unresolved	Major	Bug	Zhenyu Xu	code glitch in MDD transaction retry
LU-18467	Open	Unresolved	Minor	Bug	WC Triage	replay-single: test_70f fails with "checksum doesn't match" message
LU-18468	Resolved	Fixed	Blocker	Bug	Alex Zhuravlev	Md5 chksum fails on the mirror file created by dd with bs=4k after doing mirror resync and delete
LU-18469	Resolved	Fixed	Minor	Bug	Marc Vef	Activate/De-activate individual nodemaps
LU-1847	Closed	Fixed	Minor	Bug	WC Triage	sanityn test 16 fail when run ofd+ldiskfs
LU-18471	Resolved	Fixed	Critical	Bug	Shaun Tancheff	large directory htree corruption fix needed for el7, el9 and SUSE
LU-18472	Open	Unresolved	Minor	Bug	WC Triage	sanity: test_120g failed with 1
LU-18473	Open	Unresolved	Minor	Bug	WC Triage	sanity test_398j: test_398j returned 1
LU-18474	Open	Unresolved	Minor	Bug	WC Triage	sanity-quota: test_84 fails with "write failed" error message
LU-18475	Resolved	Fixed	Minor	Bug	Shaun Tancheff	Kernel 6.12 support
LU-18476	Resolved	Fixed	Minor	Bug	Emoly Liu	interop replay-single test_202: FAIL: layout gen changed: 2 -> 0
LU-18477	Open	Unresolved	Minor	Bug	WC Triage	interop sanity-flr test_50A: FAIL: split does not increase layout gen from 2 to 1
LU-18478	Open	Unresolved	Minor	Bug	WC Triage	interop replay-ost-single test_12b: FAIL: dd failed: 1
LU-18479	Resolved	Fixed	Major	Bug	Rajeev Mishra	ncf_obj update issue after save config
LU-1848	Resolved	Not a Bug	Blocker	Bug	Lai Siyao	interop issue 2,2 clients can't talk to 2.3 servers
LU-18480	Open	Unresolved	Minor	Bug	WC Triage	conf-sanity: /usr/bin/lfs setstripe -o 28132,33364,65522 -i 65522 /mnt/lustre/d82a.conf-sanity/f82a.conf-sanity-3 failed
LU-18481	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	qmt_alloc_lock_array() can leak memory
LU-18482	Open	Unresolved	Minor	Bug	WC Triage	sanity test_56xb: failed to create hard link - operation not permitted
LU-18483	Resolved	Fixed	Major	Bug	Andrew Perepechko	client panics with ldlm_resource.c:1638:ldlm_resource_putref ASSERTION( __v > 0 && __v < 0x5a5a5a5a ) failed: value: 0
LU-18484	Resolved	Won't Fix	Major	Improvement	WC Triage	Recover an accidently removed OST
LU-18485	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	use-after-free in batch_send_update_req()
LU-18486	Resolved	Fixed	Minor	Bug	Shaun Tancheff	Trivial build fix for 6.8 kernel
LU-18487	Open	Unresolved	Minor	Bug	WC Triage	ll_ost_io03_049: page allocation failure: order:3, mode:0x484020(GFP_ATOMIC|__GFP_COMP), nodemask=(null),cpuset=/,mems_allowed=0
LU-18488	Resolved	Fixed	Minor	Improvement	Zhenyu Xu	correct the strange use of llapi_resync_comp::lrc_synced
LU-18489	Open	Unresolved	Minor	Bug	Dongyang Li	small stride read could end up with a huge readahead window increase
LU-1849	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	replay-single test 70b: (ofd_internal.h:444:ofd_info()) ASSERTION( info ) failed
LU-18490	Closed	Duplicate	Minor	Bug	WC Triage	replay-single: Error: 'pool_new failed lustre.pool_134'
LU-18491	Resolved	Duplicate	Minor	Bug	Fred Dilger	Patch LU-11077 breaks single node testing
LU-18492	Open	Unresolved	Minor	Improvement	WC Triage	MDS should delete objects aggressively as filesystem gets full
LU-18493	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.30.1.el8_10]
LU-18494	Open	Unresolved	Minor	Bug	WC Triage	sanity-lnet test_253: Error: 'Failed cleanup' also memory leaks detected
LU-18495	Resolved	Fixed	Minor	Improvement	Alex Zhuravlev	osd_ldiskfs_write_record(): adding bh without locking off
LU-18496	Open	Unresolved	Minor	Bug	WC Triage	sanityn test_80b: crash RIP: 0010:mutex_lock+0x19/0x30
LU-18497	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Carry out ccache name resolution as user
LU-18498	Open	Unresolved	Major	Bug	Alexander Boyko	change HSM locking for llog operations
LU-18499	Resolved	Fixed	Minor	Bug	Charlie Olmstead	sanity-lnet test_502: timeout
LU-185	Resolved	Fixed	Blocker	Bug	Jinshan Xiong	LBUG: (cl_page.c:1362:cl_page_completion()) !(pg->cp_flags & CPF_READ_COMPLETED) ASSERTION(0) failed
LU-1850	Resolved	Fixed	Blocker	Bug	Sarah Liu	replay-vbr test_1b: FAIL: open succeeded unexpectedly
LU-18500	Resolved	Fixed	Minor	Improvement	Patrick Farrell	Minor style and naming cleanups
LU-18501	Resolved	Fixed	Minor	Bug	Fred Dilger	sanity test_56oe: Error:'/usr/bin/lfs find /mnt/lustre/d56oe.sanity -ctime -19s -ctime +9s' wrong: found 0, expected 5'
LU-18502	Reopened	Unresolved	Minor	New Feature	Marc Vef	YAML import and export for nodemaps
LU-18503	Resolved	Fixed	Minor	Improvement	Vitaliy Kuznetsov	Add keepalive message from ofd_access_log_reader
LU-18504	Resolved	Fixed	Minor	Bug	Dongyang Li	whole-file readahead limit too big
LU-18505	Open	Unresolved	Minor	Bug	Shaun Tancheff	rhel10 ldiskfs support
LU-18506	Resolved	Fixed	Minor	Bug	Shaun Tancheff	improve error handling for cases where lu_env_add() could fail
LU-18507	Open	Unresolved	Minor	Improvement	WC Triage	llog should drop unused loghandles quickly
LU-18508	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	llog_test_process_thread() should set rc before completion signal
LU-18509	Open	Unresolved	Minor	Improvement	Qian Yingjin	TBF: define a rule with a range of PROJID/UID/GID values
LU-1851	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	lustre-rsync-test test 2a: BUG: scheduling while atomic: ll_ost_io00_009/11559/0x10000100
LU-18510	Resolved	Fixed	Minor	Bug	Qian Yingjin	sanity-sec test_63: crash in ll_prep_md_op_data()
LU-18511	Open	Unresolved	Minor	Bug	WC Triage	sanity-krb5: dbench exit with error
LU-18512	Open	Unresolved	Minor	Bug	WC Triage	racer test_2: Timeout occurred after 478 minutes, last suite running was racer
LU-18513	Open	Unresolved	Minor	Bug	WC Triage	sanity test_411b: osd-zfs backend panic for sync
LU-18514	Resolved	Duplicate	Minor	Question/Request	WC Triage	confusing RAID information from mke2fs
LU-18515	Resolved	Fixed	Minor	Improvement	James A Simmons	Support ZFS 2.3.0
LU-18516	Resolved	Fixed	Minor	Bug	James A Simmons	do not call blocking ops when !TASK_RUNNING occurs in osd-ldisk / quota path
LU-18517	Resolved	Fixed	Minor	Bug	Sohei Koyama	incompatible pointer types passing 'struct fs_disk_quota *'
LU-18518	Resolved	Fixed	Minor	Bug	Jian Yu	lustre device mount stuck
LU-18519	Resolved	Fixed	Trivial	Improvement	Alex Zhuravlev	sanity/103a do not modify /etc/group
LU-1852	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	compilebench cause OSS to crash when use OFD + ldiskfs
LU-18520	Resolved	Fixed	Minor	Improvement	Alex Zhuravlev	sanity/104d fails on a local setup
LU-18521	Open	Unresolved	Minor	Bug	WC Triage	sanity: crashed during sanity test_256
LU-18522	Resolved	Fixed	Minor	Bug	Sohei Koyama	clang: error: unknown argument: '-export-dynamic'
LU-18523	Resolved	Fixed	Minor	Improvement	Qian Yingjin	tests sanity/test_65j: wait for ll_sa stat-ahead thread to quit during cleanup
LU-18524	Resolved	Fixed	Minor	Improvement	Marc Vef	Improve lctl nodemap_modify user interface
LU-18526	Resolved	Fixed	Trivial	Bug	Shaun Tancheff	Newest RHEL 9.4 ldiskfs breaks older releases
LU-18527	Resolved	Fixed	Minor	Bug	Charlie Olmstead	sanity-sec: test_64e timed out (client lost connection)
LU-18528	Resolved	Fixed	Major	Bug	Hongchao Zhang	sanity-quota:  test_68 fails with error 'Slave number 1 for qpool1 != 2'
LU-18529	Closed	Duplicate	Minor	Improvement	Patrick Farrell	FLSOM: Strict SOM for closed files
LU-1853	Resolved	Won't Fix	Major	Technical task	nasf	'out-of-bounds access' error in osd_scrub_setup()
LU-18530	Open	Unresolved	Minor	Bug	WC Triage	replay-single test_45:
LU-18532	Open	Unresolved	Minor	Bug	WC Triage	sanity-quota test_3c: "write failure, but expect success "
LU-18533	Resolved	Fixed	Minor	Bug	Jian Yu	lustre-dkms.spec.in WARNING: /usr/lib/dkms/common.postinst does not exist.
LU-18534	Open	Unresolved	Minor	Bug	WC Triage	lnet connectivity issues in certain environments with peer discovery enabled
LU-18535	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	replay-single test_53g: close_pid should not exist
LU-18536	Resolved	Fixed	Major	Bug	Qian Yingjin	statahead: decrease the inuse entry count when entry state waiting timeout
LU-18537	Open	Unresolved	Minor	Improvement	WC Triage	NRS should not use kstrndup()
LU-18538	Resolved	Fixed	Minor	Task	Tim Day	Consolidate LDLM NS bit fields
LU-18539	Resolved	Fixed	Trivial	Improvement	Alex Zhuravlev	introduce OBD_FREE_RCU
LU-1854	Resolved	Fixed	Major	Bug	Liang Zhen	system crash when reading the file /proc/fs/lustre/ost/OSS/ost_create/req_history
LU-18540	Resolved	Fixed	Minor	Bug	Chris Horn	lnetctl ping --timeout is broken unless source nid is specified
LU-18541	Open	Unresolved	Minor	Improvement	Patrick Farrell	Update man page see also for lfs.1 and lctl.8
LU-18542	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 9.5 5.14.0-503.16.1.el9_5]
LU-18543	Resolved	Won't Fix	Minor	Task	Jian Yu	kernel update [RHEL 8.10 4.18.0-553.32.1.el8_10]
LU-18544	Open	Unresolved	Minor	Bug	James A Simmons	route import with NID-range is not working
LU-18545	Resolved	Done	Minor	Improvement	Charlie Olmstead	Autotest doesn't install OSD packages when using fstype=mem
LU-18546	Open	Unresolved	Minor	Bug	WC Triage	sanity test_411b: error 1 writing to file from 1190801
LU-18547	Open	Unresolved	Minor	Bug	WC Triage	sanity-quota test_67: wait_delete_completed failed
LU-18548	Open	Unresolved	Minor	Bug	WC Triage	sanity test_160f: FAIL: mds1: User cl6 not registered
LU-18549	Open	Unresolved	Minor	Bug	WC Triage	sanity test_900: Timeout occurred
LU-1855	Resolved	Fixed	Major	Technical task	Minh Diep - TLC	Coverity: Fix 'out-of-bounds access' errors
LU-18550	Open	Unresolved	Minor	Bug	Dongyang Li	oied_name is not null-terminated
LU-18551	Open	Unresolved	Minor	Bug	WC Triage	sanity test_103e: Able to add just 6300 default ACLs
LU-18552	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	BUG: unable to handle kernel NULL pointer dereference in mdd_changelog_recalc_mask()
LU-18553	Open	Unresolved	Major	Improvement	Patrick Farrell	ensure layout refresh before fast read
LU-18554	Resolved	Fixed	Minor	Improvement	Patrick Farrell	improve name of _env_thread_ helpers
LU-18555	Resolved	Fixed	Minor	Improvement	Chris Horn	Track success/failure of LNet resends
LU-18556	Resolved	Fixed	Major	Improvement	Alexander Boyko	Rework HSM to use llog cookie for a record modification
LU-18557	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	general protection fault in ldlm_resource_putref()
LU-18558	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	BUG: unable to handle kernel NULL pointer dereference  in osd_iit_iget()
LU-18559	Open	Unresolved	Minor	Bug	Mikhail Pershin	ignore nodemap local cache setup failure due to -ENOSPC
LU-1856	Resolved	Fixed	Major	Technical task	Keith Mannthey	Coverity: Fix 'Out-of-bounds write' errors
LU-18560	Resolved	Fixed	Minor	Bug	Marc Vef	ldiskfs_write_ldd(): Coverity reports issues
LU-18561	Open	Unresolved	Minor	Bug	WC Triage	sanity: crash occurred while executing test_247f
LU-18562	Resolved	Fixed	Minor	Improvement	Alex Zhuravlev	batch allocation in osd_write()
LU-18563	Open	Unresolved	Minor	Bug	WC Triage	sanity test_398q: timeout
LU-18564	Resolved	Fixed	Minor	Improvement	Richard Henwood	'lfs ost' and 'lfs check ost' behave different but are indistinct in the man pages
LU-18565	Open	Unresolved	Minor	Bug	WC Triage	sanity-lnet test_220: bulk transfer failed (-108)
LU-18566	Resolved	Fixed	Minor	Improvement	Caleb Carlson	Modify timeout configuration to ease system deployment
LU-18567	Open	Unresolved	Minor	Bug	Jian Yu	non blocking changelog release
LU-18568	Open	Unresolved	Minor	Bug	Jian Yu	add imp_allow_intr to mdc and osc
LU-18569	Reopened	Unresolved	Minor	Bug	Marc Vef	sanity-sec: timeout - clients lost connection to MGS
LU-1857	Resolved	Fixed	Minor	Technical task	Bob Glossman	Coverity: Fix 'Unbounded source buffer' errors
LU-18570	Open	Unresolved	Minor	Bug	Alexander Boyko	conf-sanity test_135: failed Is changelog reader stuck
LU-18571	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Fix Coverity issues introduced by "LU-14288 nodemap: Use nidmasks for IPv6 NIDs"
LU-18572	Resolved	Fixed	Major	Bug	Chris Horn	Regression in 2.15.4 backport of b341288179 LU-14668 lnet: Lock primary NID logic
LU-18573	Open	Unresolved	Minor	Bug	WC Triage	crashed during replay-dual test_20
LU-18574	Open	Unresolved	Minor	Bug	WC Triage	sanity-pcc test_44: test_44 returned 32
LU-18575	Open	Unresolved	Minor	Bug	Shaun Tancheff	dkms handle removal of /usr/lib/dkms/common.postinst
LU-18576	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	updating llog's timestamp on every new record introduces a performance penalty
LU-18577	Open	Unresolved	Minor	Bug	WC Triage	sanity test_27p: failed with 3
LU-18578	Open	Unresolved	Minor	Bug	WC Triage	sanity-compr test_dbench: test_dbench failed with 1
LU-18579	Resolved	Fixed	Minor	Bug	Andreas Dilger	lfs_migrate script does not preserve OST pool if unspecified
LU-1858	Resolved	Cannot Reproduce	Minor	Bug	WC Triage	sanity test 26b: Oops __inet_lookup_established+0x1c5/0x2a0
LU-18580	Resolved	Fixed	Minor	Bug	Alex Zhuravlev	sanityn test_39d: @@@@@@ FAIL: mtime is not updated on write
LU-18581	Resolved	Fixed	Minor	Bug	Sebastien Buisson	Add an HSM rbac role
LU-18582	Resolved	Fixed	Minor	Bug	Sergey Cheremencev	conf-sanity test_82b: wait_update pool_list lustre.test_82b failed
LU-18583	Open	Unresolved	Minor	Bug	Hongchao Zhang	"lfs quota -a" should support pool quota
LU-18584	Resolved	Fixed	Minor	Bug	Dongyang Li	conf-sanity test_106 OSTSIZE not enough
LU-18585	Open	Unresolved	Major	Improvement	WC Triage	replace ext4_commit_callback_add() usage
LU-18586	Open	Unresolved	Minor	Improvement	WC Triage	add llapi_find_param_alloc() function
